EmployeeID,Department,MeetingDateTime,MeetingDuration,MeetingType,NumberOfParticipants,MessageCount,AfterHoursMeetings,ProductivityScore,ContextSwitchCount,BurnoutRiskIndex
1520,Finance,10-03-2025 09:02,38,Team,12,94,No,88,18,0.313
1597,Tech,05-01-2025 20:42,82,Team,3,223,Yes,74,18,0.874
1202,Finance,13-06-2025 10:37,67,Client,3,116,No,56,10,0.314
1013,Tech,16-05-2025 00:23,56,Team,12,246,No,58,2,0.258
1595,Finance,03-02-2025 20:28,115,Client,8,96,Yes,50,19,0.916
1976,Finance,03-01-2025 00:51,19,Client,14,153,Yes,87,2,0.529
1745,Tech,11-03-2025 23:21,99,Team,12,12,Yes,80,16,0.812
1783,Tech,20-02-2025 03:37,49,All-Hands,8,2,No,94,1,0.133
1200,Tech,18-01-2025 03:07,81,All-Hands,5,239,Yes,93,8,0.778
1321,Sales,11-07-2025 11:37,82,01:01,10,51,No,99,0,0.225
1638,Ops,12-08-2025 09:26,53,Team,5,75,No,89,7,0.232
1608,HR,22-03-2025 15:41,74,Team,9,245,Yes,58,13,0.813
1991,Tech,03-01-2025 21:11,98,Team,6,19,No,70,1,0.263
1493,Ops,07-02-2025 21:32,99,01:01,11,215,No,58,6,0.394
1434,Finance,25-06-2025 21:45,44,Client,7,209,Yes,93,10,0.694
1599,Tech,25-03-2025 16:37,24,Client,14,232,No,97,16,0.313
1376,Sales,06-03-2025 18:56,19,All-Hands,7,201,Yes,92,1,0.538
1935,Tech,16-02-2025 10:58,85,01:01,5,100,Yes,68,19,0.843
1420,HR,25-02-2025 06:08,108,All-Hands,11,37,No,51,2,0.305
1075,Tech,31-07-2025 15:15,74,All-Hands,11,240,No,88,1,0.291
1271,Sales,11-01-2025 22:56,117,Client,4,196,No,89,3,0.401
1818,Ops,19-07-2025 18:01,64,01:01,4,167,Yes,87,4,0.667
1110,Finance,28-07-2025 20:48,105,Team,6,144,Yes,87,12,0.84
1979,Tech,18-07-2025 12:51,55,All-Hands,9,75,Yes,91,0,0.568
1862,Ops,28-04-2025 16:53,57,Client,14,229,Yes,52,5,0.684
1448,Ops,10-06-2025 07:57,55,01:01,7,190,Yes,89,14,0.754
1172,Tech,30-07-2025 10:31,36,Team,7,95,Yes,92,9,0.618
1373,Ops,22-01-2025 02:17,46,Client,12,131,No,78,12,0.287
1429,Finance,03-07-2025 16:41,86,Client,5,238,Yes,56,0,0.71
1687,HR,23-04-2025 16:03,74,Client,10,153,No,58,7,0.316
1378,Sales,25-05-2025 16:13,16,Client,11,77,No,93,16,0.231
1052,Tech,26-04-2025 20:28,97,All-Hands,7,116,Yes,54,5,0.739
1722,Sales,03-08-2025 17:10,49,All-Hands,3,13,Yes,74,14,0.668
1511,Ops,17-01-2025 21:34,104,All-Hands,5,202,No,86,8,0.421
1945,Tech,19-07-2025 21:31,115,Team,8,145,Yes,99,19,0.935
1499,Ops,10-03-2025 15:08,70,Team,3,153,Yes,72,12,0.756
1269,Ops,13-05-2025 15:25,27,01:01,2,216,Yes,71,16,0.714
1532,Tech,11-02-2025 22:51,104,Team,7,13,No,63,11,0.375
1579,Ops,09-03-2025 07:03,83,Team,6,67,No,78,12,0.354
1911,Finance,26-05-2025 04:38,18,01:01,3,143,Yes,99,1,0.512
1969,Tech,22-04-2025 02:10,37,Team,5,147,Yes,66,19,0.741
1577,Ops,29-07-2025 00:50,20,Client,3,211,No,88,12,0.254
1692,HR,18-05-2025 03:19,119,All-Hands,3,231,Yes,95,17,0.96
1468,Finance,21-06-2025 16:25,108,01:01,12,64,No,72,8,0.376
1658,Ops,30-07-2025 23:34,119,01:01,3,111,Yes,85,12,0.862
1979,Sales,11-06-2025 18:25,31,01:01,12,246,Yes,51,3,0.606
1039,HR,12-01-2025 10:19,48,Team,2,150,Yes,55,15,0.73
1258,Sales,18-04-2025 06:13,16,01:01,5,75,No,76,18,0.25
1446,Finance,26-03-2025 10:34,42,All-Hands,4,114,Yes,92,3,0.581
1934,HR,01-02-2025 20:57,63,All-Hands,2,6,Yes,86,18,0.74
1745,HR,11-05-2025 08:06,39,Team,6,249,Yes,90,16,0.757
1773,Tech,16-07-2025 13:07,76,01:01,10,141,Yes,86,1,0.656
1591,Ops,23-06-2025 13:27,102,Team,4,224,Yes,61,18,0.925
1002,Sales,07-04-2025 08:41,83,Team,2,234,Yes,58,6,0.761
1491,HR,27-07-2025 00:10,48,Team,14,240,Yes,97,15,0.766
1941,Ops,20-05-2025 13:53,60,01:01,12,193,Yes,68,2,0.647
1919,Finance,02-05-2025 11:05,54,Team,6,56,Yes,97,3,0.587
1523,Tech,12-06-2025 01:01,22,All-Hands,13,64,No,85,6,0.141
1766,Sales,08-06-2025 18:16,103,Team,14,192,No,67,3,0.364
1798,HR,26-01-2025 00:55,98,Client,9,218,No,99,6,0.392
1635,Finance,18-07-2025 08:27,49,Client,10,244,No,63,11,0.33
1752,Finance,12-05-2025 08:15,61,All-Hands,9,30,Yes,54,16,0.725
1912,Finance,23-06-2025 15:33,88,Team,12,123,Yes,65,15,0.819
1409,Tech,26-05-2025 13:34,82,Team,8,68,Yes,91,13,0.762
1709,Finance,17-02-2025 22:42,55,01:01,3,211,Yes,55,10,0.722
1171,Ops,26-07-2025 16:13,67,01:01,2,104,No,52,15,0.359
1264,Ops,01-06-2025 02:21,66,All-Hands,5,89,No,73,14,0.341
1515,Finance,19-07-2025 01:41,48,Client,5,80,Yes,69,15,0.702
1758,Sales,04-02-2025 15:45,70,All-Hands,4,52,No,98,3,0.226
1013,Finance,28-01-2025 12:11,32,All-Hands,5,116,Yes,84,17,0.696
1662,Ops,29-06-2025 06:39,35,Client,5,223,No,54,8,0.257
1159,Sales,08-01-2025 11:05,68,Client,8,157,Yes,76,14,0.773
1370,Ops,31-05-2025 17:08,55,Team,6,119,No,83,17,0.355
1563,Ops,18-01-2025 01:58,109,Client,13,52,No,97,5,0.343
1506,Finance,04-02-2025 15:26,62,Client,5,151,Yes,91,18,0.795
1452,HR,07-05-2025 16:13,89,Client,14,132,No,67,2,0.295
1325,Ops,12-05-2025 19:01,118,All-Hands,12,212,No,79,18,0.56
1794,HR,29-01-2025 21:58,67,All-Hands,10,63,Yes,84,11,0.703
1145,Finance,04-01-2025 06:24,61,All-Hands,11,54,Yes,97,4,0.614
1558,Sales,25-05-2025 23:24,97,Team,12,37,No,78,11,0.367
1534,HR,27-04-2025 12:35,33,Team,10,81,Yes,78,2,0.535
1915,Ops,22-04-2025 12:04,101,01:01,11,87,No,86,4,0.327
1263,HR,02-08-2025 13:31,18,All-Hands,10,181,Yes,77,15,0.667
1001,Sales,22-08-2025 00:57,27,Team,9,183,No,97,1,0.151
1076,Finance,16-01-2025 05:41,44,All-Hands,9,2,Yes,72,8,0.591
1342,Ops,04-04-2025 16:35,108,All-Hands,12,20,Yes,76,19,0.868
1813,Tech,21-04-2025 03:47,109,01:01,2,128,No,57,15,0.474
1387,Sales,02-02-2025 08:06,48,All-Hands,12,195,No,68,8,0.278
1651,HR,20-01-2025 09:13,17,Team,12,135,No,88,0,0.097
1596,Finance,15-01-2025 22:34,22,Team,10,87,Yes,75,16,0.65
1901,Tech,02-05-2025 19:00,105,Client,14,42,Yes,88,8,0.759
1570,Sales,29-05-2025 03:16,92,Team,6,177,No,79,12,0.421
1688,Sales,13-03-2025 02:57,51,01:01,9,78,No,77,3,0.189
1810,HR,05-08-2025 11:30,47,01:01,7,247,Yes,61,6,0.676
2000,Finance,04-01-2025 06:15,59,Client,13,134,Yes,90,0,0.601
1534,Ops,23-05-2025 13:54,38,01:01,14,188,Yes,68,0,0.57
1482,HR,06-07-2025 17:07,46,All-Hands,10,147,No,70,18,0.354
1893,HR,26-06-2025 09:28,108,Client,3,219,Yes,81,4,0.798
1040,Ops,02-06-2025 16:54,73,All-Hands,11,189,Yes,52,1,0.668
1741,HR,29-05-2025 20:29,68,All-Hands,11,165,No,68,16,0.396
1059,Sales,05-03-2025 00:13,59,Team,2,86,Yes,67,10,0.682
1434,Finance,07-08-2025 11:20,66,Client,5,189,No,62,10,0.341
1611,Ops,13-06-2025 15:20,98,All-Hands,4,105,Yes,77,2,0.707
1663,Sales,22-03-2025 17:13,35,All-Hands,7,198,Yes,78,19,0.757
1685,HR,18-07-2025 21:39,83,Client,7,136,Yes,81,9,0.752
1093,HR,20-08-2025 02:02,60,01:01,12,112,Yes,77,10,0.695
1692,Ops,26-07-2025 16:22,85,01:01,12,236,Yes,87,1,0.717
1508,Finance,17-08-2025 08:07,60,Client,13,31,Yes,65,6,0.622
1743,Tech,15-07-2025 13:45,15,01:01,14,225,No,90,17,0.298
1049,Tech,03-01-2025 04:39,34,Client,3,209,No,91,7,0.239
1578,Ops,16-02-2025 00:40,99,Team,9,161,Yes,99,10,0.812
1720,Finance,22-08-2025 05:32,57,Team,11,7,Yes,96,7,0.615
1083,HR,10-02-2025 16:07,33,Team,2,54,No,52,11,0.214
1373,Finance,05-03-2025 06:43,110,All-Hands,7,143,No,79,16,0.492
1663,Ops,17-01-2025 17:54,106,Client,13,143,Yes,90,18,0.902
1888,Finance,12-06-2025 10:08,47,All-Hands,14,152,No,67,5,0.228
1609,Ops,10-03-2025 00:03,52,Client,13,194,No,92,5,0.258
1851,Tech,11-05-2025 03:25,92,Client,3,79,Yes,73,12,0.782
1392,Finance,05-05-2025 16:23,79,Client,7,63,Yes,63,16,0.783
1057,Sales,18-03-2025 10:34,91,01:01,14,72,No,55,5,0.306
1291,HR,20-02-2025 15:22,108,Client,6,56,Yes,95,13,0.822
1451,Sales,19-02-2025 23:54,18,01:01,3,193,No,66,9,0.212
1095,Tech,30-03-2025 03:37,92,Team,4,144,No,79,10,0.388
1959,Finance,15-02-2025 23:24,107,Team,8,200,No,95,3,0.378
1808,Ops,14-04-2025 01:46,28,All-Hands,5,183,No,66,18,0.323
1388,Finance,18-01-2025 06:08,108,01:01,2,184,No,76,13,0.474
1785,HR,23-04-2025 11:27,109,Client,14,153,No,63,15,0.484
1508,HR,22-06-2025 13:20,99,All-Hands,13,14,No,79,18,0.433
1613,HR,03-08-2025 11:18,68,Client,12,107,No,60,4,0.253
1630,Ops,11-01-2025 21:57,106,01:01,9,153,No,55,15,0.476
1279,Finance,31-07-2025 09:56,110,01:01,13,197,Yes,62,6,0.814
1216,Sales,26-05-2025 01:38,118,All-Hands,13,188,Yes,83,8,0.85
1290,HR,23-01-2025 23:10,95,Client,14,111,No,50,6,0.342
1261,Sales,22-07-2025 02:24,27,Client,6,208,Yes,79,15,0.701
1578,Finance,09-06-2025 13:01,63,All-Hands,3,90,Yes,74,11,0.704
1187,Sales,20-06-2025 18:06,113,Client,10,69,Yes,75,5,0.76
1324,Tech,09-04-2025 23:31,53,All-Hands,11,26,Yes,89,2,0.563
1099,HR,04-02-2025 21:54,102,01:01,7,69,Yes,60,2,0.703
1932,Finance,26-06-2025 10:01,116,Client,12,188,Yes,89,9,0.855
1985,Finance,24-04-2025 05:23,56,Client,8,2,No,75,13,0.271
1693,Ops,23-07-2025 03:16,97,Client,6,123,Yes,70,8,0.772
1838,Tech,15-08-2025 18:51,91,01:01,10,249,Yes,93,13,0.857
1365,Finance,27-05-2025 21:29,51,All-Hands,7,108,Yes,94,5,0.621
1512,Tech,18-01-2025 15:07,25,01:01,14,172,No,93,15,0.281
1740,Tech,10-04-2025 11:37,116,Client,10,208,Yes,97,11,0.883
1898,HR,12-06-2025 13:29,96,Team,10,194,Yes,59,10,0.818
1672,Ops,01-02-2025 07:53,16,Client,9,115,Yes,92,17,0.656
1354,Finance,18-07-2025 13:00,66,All-Hands,8,30,Yes,63,6,0.637
1008,Sales,13-07-2025 10:15,111,Client,14,43,No,82,2,0.315
1559,Tech,07-06-2025 22:54,16,All-Hands,4,159,Yes,85,13,0.634
1735,Finance,04-06-2025 07:26,69,Team,3,86,Yes,54,14,0.747
1874,Sales,25-06-2025 19:52,94,All-Hands,9,23,No,89,6,0.304
1623,Finance,04-05-2025 07:23,52,Client,8,118,No,71,0,0.177
1312,Ops,06-03-2025 06:32,59,01:01,8,159,No,50,9,0.301
1178,Finance,26-06-2025 11:15,59,Team,5,220,No,56,5,0.286
1981,HR,28-03-2025 04:41,84,All-Hands,6,74,No,58,6,0.3
1698,Ops,23-04-2025 05:46,87,Team,8,229,Yes,95,0,0.709
1268,Ops,20-07-2025 22:56,40,01:01,10,214,No,64,18,0.366
1187,Ops,13-05-2025 06:36,30,Client,10,98,Yes,62,13,0.644
1828,Sales,29-03-2025 15:17,21,Client,3,57,Yes,63,16,0.635
1636,Tech,22-04-2025 05:52,27,All-Hands,11,26,No,51,4,0.118
1885,Ops,15-03-2025 10:10,44,All-Hands,5,93,No,52,13,0.277
1963,Ops,07-05-2025 06:29,25,Client,9,214,No,90,15,0.298
1285,Sales,09-04-2025 19:04,110,Client,4,233,No,50,8,0.448
1776,Sales,01-06-2025 06:16,87,01:01,13,75,Yes,50,15,0.798
1284,HR,16-04-2025 05:58,108,01:01,9,237,Yes,95,9,0.855
1739,Finance,08-01-2025 14:25,47,Team,7,40,No,71,15,0.284
1911,HR,20-03-2025 12:57,97,Client,12,189,No,60,13,0.448
1186,Ops,06-06-2025 12:23,117,Client,12,153,Yes,93,19,0.944
1715,Finance,28-01-2025 18:55,98,Team,8,132,No,50,10,0.398
1385,Tech,06-01-2025 02:18,61,01:01,11,60,Yes,96,12,0.697
1156,Sales,08-04-2025 20:56,61,Client,3,117,No,62,11,0.309
1490,Finance,17-05-2025 20:00,103,Team,8,35,No,61,14,0.411
1736,Sales,13-06-2025 03:26,80,All-Hands,5,79,Yes,63,1,0.642
1943,HR,01-08-2025 20:11,63,Client,5,42,No,62,5,0.224
1567,Ops,17-01-2025 16:50,79,Team,10,148,Yes,67,10,0.757
1718,Tech,18-01-2025 14:39,110,01:01,3,83,No,92,1,0.318
1028,Ops,18-08-2025 01:02,18,Client,12,108,No,87,6,0.148
1530,HR,15-03-2025 11:26,100,Client,5,185,Yes,84,3,0.754
1104,Ops,15-04-2025 18:02,34,01:01,4,96,Yes,70,12,0.643
1723,Tech,07-02-2025 04:12,28,All-Hands,7,47,No,79,3,0.119
1247,Tech,22-04-2025 23:21,56,01:01,14,134,Yes,81,12,0.714
1857,Ops,01-07-2025 19:09,27,Team,7,141,No,55,15,0.274
1069,Finance,04-07-2025 08:06,55,All-Hands,5,111,Yes,70,11,0.692
1291,Sales,29-05-2025 01:38,30,All-Hands,6,151,No,92,0,0.135
1428,Tech,20-02-2025 22:42,24,01:01,12,238,Yes,84,14,0.695
1133,HR,10-08-2025 08:24,25,Team,10,193,Yes,93,19,0.73
1503,Finance,29-03-2025 13:20,108,Team,9,175,No,50,15,0.49
1552,HR,17-05-2025 09:31,84,All-Hands,10,120,No,60,0,0.258
1079,Sales,02-02-2025 17:34,66,Client,2,54,No,83,13,0.317
1637,Finance,08-07-2025 00:12,54,Client,10,190,No,71,5,0.261
1385,Tech,01-03-2025 15:53,23,Client,6,4,No,67,13,0.189
1333,Sales,18-07-2025 20:03,26,01:01,13,171,Yes,71,5,0.583
1169,Finance,22-03-2025 10:00,114,Team,12,238,No,64,16,0.54
1142,HR,03-04-2025 04:27,17,Team,11,190,No,74,7,0.189
1443,Finance,14-06-2025 09:10,23,01:01,9,31,No,52,0,0.07
1854,Finance,15-08-2025 16:45,57,Client,14,139,No,78,6,0.258
1603,Finance,02-02-2025 18:52,112,Client,2,159,Yes,69,2,0.764
1549,Finance,17-03-2025 10:28,82,Team,2,241,No,66,18,0.481
1459,HR,22-04-2025 17:41,18,Client,14,16,Yes,71,1,0.461
1045,Tech,09-02-2025 23:57,56,01:01,13,172,Yes,60,7,0.679
1859,Tech,26-01-2025 05:41,74,All-Hands,14,19,Yes,54,1,0.603
1811,Tech,04-04-2025 11:31,26,Team,13,97,Yes,55,18,0.684
1939,HR,16-08-2025 09:00,26,Team,10,12,No,66,11,0.18
1967,Ops,03-07-2025 04:32,17,All-Hands,9,7,No,97,3,0.075
1129,Ops,02-06-2025 08:06,104,All-Hands,14,199,No,81,0,0.34
1139,Ops,10-04-2025 18:00,17,Client,2,14,Yes,99,19,0.638
1482,Tech,15-06-2025 01:30,17,All-Hands,14,142,No,86,9,0.189
1029,Tech,22-03-2025 02:59,117,Team,8,120,Yes,89,2,0.761
1517,Ops,13-03-2025 02:55,32,All-Hands,2,158,Yes,97,12,0.663
1851,Sales,23-02-2025 20:26,50,All-Hands,4,202,Yes,76,1,0.616
1979,HR,15-06-2025 02:19,96,All-Hands,12,67,Yes,66,5,0.717
1681,Finance,20-01-2025 01:29,25,Team,6,185,Yes,67,9,0.626
1272,Sales,08-03-2025 11:26,119,Client,11,73,No,85,13,0.457
1248,Sales,14-08-2025 21:45,86,All-Hands,2,143,Yes,75,16,0.832
1197,Tech,29-07-2025 16:14,56,All-Hands,7,102,No,99,1,0.191
1659,HR,17-07-2025 09:36,67,01:01,10,68,No,89,4,0.235
1338,Tech,29-04-2025 10:29,70,Client,9,4,No,54,19,0.367
1722,Finance,02-03-2025 12:56,95,All-Hands,10,97,Yes,82,10,0.776
1062,Tech,19-03-2025 00:34,29,All-Hands,2,70,Yes,72,18,0.681
1763,Tech,30-03-2025 14:00,20,Team,5,185,No,75,9,0.214
1835,Ops,30-05-2025 01:18,26,01:01,14,238,No,98,12,0.28
1726,Tech,22-03-2025 01:03,16,Client,3,94,Yes,60,4,0.518
1781,Tech,05-07-2025 10:49,82,Client,3,207,No,80,6,0.348
1345,Sales,17-05-2025 14:20,22,All-Hands,9,97,Yes,64,4,0.534
1592,Ops,04-02-2025 23:20,33,All-Hands,11,136,Yes,78,19,0.727
1300,HR,05-06-2025 14:47,118,01:01,6,146,No,62,13,0.483
1488,Finance,20-05-2025 19:33,118,01:01,13,117,No,54,0,0.342
1807,Finance,23-03-2025 15:08,97,All-Hands,8,18,No,66,9,0.34
1409,Ops,09-04-2025 08:24,115,Team,7,38,No,65,2,0.323
1861,Sales,12-01-2025 14:41,41,All-Hands,13,173,Yes,77,19,0.762
1304,Sales,10-02-2025 06:35,79,Client,8,121,No,67,3,0.276
1511,Tech,08-01-2025 23:34,25,Team,3,63,Yes,97,6,0.548
1728,Tech,20-01-2025 05:25,99,01:01,10,162,Yes,86,17,0.882
1290,Finance,10-05-2025 12:43,44,Client,2,160,No,65,14,0.314
1547,Ops,08-01-2025 05:59,27,All-Hands,8,2,Yes,73,12,0.588
1010,Ops,22-06-2025 23:22,69,Team,2,159,Yes,82,15,0.786
1693,Finance,30-01-2025 00:16,44,Client,3,145,No,79,17,0.338
1596,Finance,15-08-2025 00:47,19,Client,6,135,Yes,58,13,0.632
1431,Sales,09-06-2025 13:48,27,01:01,3,67,No,99,19,0.284
1422,HR,19-06-2025 05:24,29,Client,8,204,Yes,83,8,0.634
1060,HR,05-06-2025 12:42,44,Team,6,128,Yes,80,18,0.741
1230,Tech,16-06-2025 19:45,34,01:01,4,63,Yes,78,12,0.63
1247,Finance,19-07-2025 16:02,116,All-Hands,11,156,Yes,80,10,0.852
1887,Ops,21-08-2025 04:28,101,Team,10,79,Yes,72,0,0.684
1253,Sales,01-04-2025 08:09,51,All-Hands,11,27,Yes,76,5,0.588
1328,Finance,21-06-2025 02:03,116,01:01,6,5,Yes,74,12,0.812
1553,HR,28-04-2025 12:43,76,01:01,2,32,No,74,13,0.333
1838,Tech,05-03-2025 10:33,54,Team,10,118,No,91,5,0.232
1286,Tech,19-04-2025 06:52,23,Client,3,14,No,53,1,0.073
1469,HR,02-03-2025 12:16,76,Team,7,208,No,56,19,0.463
1502,Tech,10-05-2025 21:41,70,All-Hands,6,129,Yes,70,11,0.737
1326,Ops,26-07-2025 02:37,56,Client,10,121,No,98,17,0.358
1675,Finance,30-05-2025 08:35,24,Client,9,60,No,70,12,0.204
1713,Finance,23-06-2025 16:16,62,Client,9,190,No,61,16,0.391
1983,Ops,13-05-2025 02:03,23,Client,10,178,No,98,7,0.199
1626,Finance,13-07-2025 13:01,90,Client,10,63,No,79,5,0.3
1026,Sales,04-05-2025 09:52,78,Client,10,155,Yes,59,8,0.737
1704,Ops,02-08-2025 05:45,42,Team,14,35,Yes,60,5,0.569
1453,HR,05-02-2025 22:54,40,Client,3,67,No,93,8,0.207
1896,Sales,25-04-2025 10:50,29,01:01,8,168,Yes,55,10,0.64
1639,Sales,16-01-2025 06:00,85,Team,10,237,No,97,14,0.447
1134,Sales,08-08-2025 20:50,66,Team,10,114,Yes,79,11,0.721
1965,Ops,24-02-2025 11:59,76,Team,12,155,Yes,79,7,0.722
1403,Sales,29-05-2025 13:02,113,01:01,4,98,Yes,75,2,0.742
1624,Tech,03-01-2025 17:17,116,01:01,12,147,No,95,1,0.359
1852,Sales,13-03-2025 09:35,26,All-Hands,13,66,No,97,9,0.181
1727,Sales,09-04-2025 19:35,66,Client,6,76,Yes,61,0,0.595
1061,Tech,21-01-2025 10:16,66,01:01,12,249,Yes,68,14,0.805
1484,Ops,12-03-2025 14:49,64,Client,8,169,No,74,15,0.378
1207,HR,10-07-2025 01:33,31,Team,13,230,No,92,16,0.33
1973,HR,13-02-2025 23:01,19,Team,2,66,No,97,14,0.214
1699,Tech,08-02-2025 12:17,18,Team,13,64,Yes,98,14,0.611
1804,Tech,06-08-2025 05:12,102,Client,5,30,No,69,9,0.357
1009,Tech,12-08-2025 18:52,25,Team,3,225,No,77,5,0.203
1239,Sales,28-01-2025 21:34,94,01:01,9,38,No,61,17,0.42
1092,Tech,07-05-2025 11:37,21,01:01,5,80,Yes,98,3,0.515
1370,Tech,10-04-2025 15:46,67,Client,6,224,No,68,10,0.357
1585,Sales,03-08-2025 18:54,45,01:01,2,231,Yes,85,14,0.745
1289,Ops,05-04-2025 13:48,63,Client,3,2,Yes,67,6,0.618
1139,Tech,22-02-2025 23:31,106,Team,2,152,No,67,19,0.516
1309,Ops,15-03-2025 19:38,118,01:01,12,66,Yes,74,6,0.781
1566,Finance,07-06-2025 14:21,88,01:01,13,171,Yes,68,14,0.828
1208,Sales,04-08-2025 12:02,99,Team,6,121,No,86,12,0.416
1820,Finance,15-04-2025 18:52,46,Client,10,168,No,76,9,0.272
1070,Tech,14-04-2025 23:12,54,Team,10,69,No,73,17,0.333
1708,Tech,22-02-2025 05:43,88,All-Hands,9,142,No,94,10,0.377
1559,Ops,22-06-2025 03:34,112,01:01,9,241,Yes,84,2,0.796
1505,Tech,22-07-2025 19:07,35,Client,10,38,Yes,81,17,0.673
1118,HR,07-03-2025 02:41,99,Team,10,49,Yes,50,3,0.697
1791,Tech,22-04-2025 23:12,18,01:01,2,89,Yes,83,14,0.621
1514,HR,30-07-2025 01:24,46,Team,10,198,Yes,93,11,0.704
1094,Sales,30-06-2025 18:12,28,Client,8,110,Yes,50,8,0.594
1166,Finance,08-05-2025 23:40,40,01:01,10,143,Yes,80,1,0.567
1592,Ops,11-03-2025 09:08,46,All-Hands,11,152,No,67,12,0.296
1828,Sales,23-05-2025 19:11,112,Team,14,172,Yes,73,2,0.769
1119,Finance,01-06-2025 08:27,76,01:01,4,182,Yes,80,9,0.753
1525,Tech,22-06-2025 09:46,116,01:01,8,149,Yes,63,8,0.83
1196,Sales,23-05-2025 05:17,96,All-Hands,9,122,Yes,87,14,0.829
1096,Ops,08-01-2025 10:21,29,Team,5,69,Yes,61,9,0.59
1778,Ops,11-04-2025 08:37,33,All-Hands,9,196,No,76,9,0.251
1055,Sales,02-05-2025 21:56,57,01:01,5,45,No,63,1,0.17
1087,HR,19-07-2025 13:07,72,Team,2,206,Yes,78,2,0.682
1633,HR,17-02-2025 04:33,81,All-Hands,4,249,No,84,17,0.472
1036,Sales,07-06-2025 02:11,84,01:01,11,130,Yes,82,9,0.752
1244,Tech,20-04-2025 14:28,27,Team,14,8,Yes,81,1,0.481
1781,Tech,08-08-2025 16:07,24,Client,10,189,No,61,18,0.316
1606,Sales,29-06-2025 08:18,17,All-Hands,4,224,Yes,96,12,0.652
1981,Ops,09-06-2025 22:05,21,01:01,3,21,No,69,10,0.161
1915,Finance,19-03-2025 15:23,37,All-Hands,8,110,No,68,6,0.197
1353,HR,14-01-2025 04:32,55,All-Hands,5,5,No,72,9,0.229
1355,Tech,27-01-2025 01:59,113,Client,6,223,No,79,0,0.372
1155,Tech,17-01-2025 05:21,84,01:01,6,246,No,64,10,0.408
1774,Tech,17-01-2025 22:48,66,01:01,10,76,No,55,4,0.235
1026,Tech,31-03-2025 00:46,16,All-Hands,2,87,Yes,61,11,0.585
1095,HR,16-06-2025 18:02,68,Client,8,245,No,75,13,0.398
1999,HR,17-02-2025 18:35,117,Team,10,77,No,66,16,0.483
1880,Tech,25-06-2025 03:01,39,01:01,6,221,No,94,17,0.356
1408,Ops,01-04-2025 17:33,109,01:01,4,80,Yes,55,11,0.815
1353,Finance,29-03-2025 04:29,52,Client,4,238,No,84,14,0.365
1935,Finance,21-08-2025 04:16,47,All-Hands,6,92,No,52,4,0.194
1702,Finance,09-02-2025 01:24,73,Team,5,245,Yes,77,8,0.761
1784,Tech,06-07-2025 09:44,110,Team,3,233,No,89,12,0.488
1060,HR,07-04-2025 23:41,80,All-Hands,5,152,Yes,69,6,0.721
1760,Sales,01-02-2025 19:43,89,01:01,6,156,Yes,67,7,0.755
1593,Ops,22-07-2025 23:50,41,01:01,11,169,No,51,2,0.19
1671,HR,04-05-2025 04:25,40,All-Hands,8,4,Yes,65,9,0.592
1255,Tech,27-03-2025 16:19,25,Team,4,207,No,81,11,0.255
1220,HR,25-02-2025 19:23,16,All-Hands,12,149,No,75,0,0.1
1910,Finance,11-01-2025 02:09,38,All-Hands,6,148,No,95,17,0.324
1292,Finance,16-08-2025 18:09,117,Team,6,7,Yes,70,14,0.835
1249,Ops,07-07-2025 02:10,71,Client,6,12,Yes,68,1,0.592
1860,Finance,03-08-2025 22:04,51,All-Hands,11,156,Yes,54,5,0.64
1145,Finance,19-03-2025 11:55,62,Client,3,68,Yes,96,0,0.582
1702,Sales,26-02-2025 13:08,65,Client,4,210,No,64,2,0.267
1364,Sales,26-01-2025 03:42,86,01:01,2,165,Yes,71,16,0.841
1635,HR,16-06-2025 17:38,94,All-Hands,14,128,Yes,52,5,0.736
1986,Tech,21-04-2025 19:15,66,Client,6,121,Yes,52,14,0.753
1796,Tech,21-07-2025 00:52,108,All-Hands,12,90,No,71,5,0.356
1555,Finance,21-08-2025 11:25,116,Team,10,173,No,80,10,0.459
1200,Ops,16-02-2025 17:33,70,Team,7,113,Yes,69,14,0.76
1975,Tech,20-05-2025 02:19,68,01:01,10,202,Yes,51,5,0.701
1264,Tech,04-07-2025 03:12,78,All-Hands,11,90,No,95,13,0.361
1449,Sales,16-04-2025 02:30,109,Client,9,204,No,74,4,0.394
1431,Sales,06-08-2025 07:22,55,All-Hands,10,28,No,80,10,0.249
1966,Sales,14-01-2025 00:58,117,01:01,3,247,No,61,4,0.431
1236,Ops,03-02-2025 20:28,75,01:01,12,55,Yes,83,13,0.74
1039,Ops,20-01-2025 22:11,85,Team,6,35,Yes,59,15,0.777
1468,Sales,09-01-2025 16:47,52,Client,6,101,Yes,90,0,0.57
1588,Ops,08-01-2025 03:11,107,All-Hands,12,208,No,62,5,0.401
1038,HR,11-06-2025 02:16,80,Client,9,246,No,81,3,0.328
1525,Sales,07-03-2025 07:50,23,01:01,8,198,Yes,80,0,0.537
1113,Sales,13-08-2025 03:15,60,Client,3,103,Yes,60,4,0.631
1378,Ops,11-05-2025 21:32,96,Team,13,244,Yes,73,19,0.928
1723,Sales,01-07-2025 05:50,97,Team,6,92,No,88,1,0.289
1913,HR,22-03-2025 13:57,95,01:01,14,74,No,86,12,0.387
1551,Ops,08-03-2025 18:35,107,01:01,8,31,Yes,94,7,0.75
1314,Ops,27-07-2025 21:36,57,01:01,9,73,Yes,74,10,0.672
